地址,房子朝向,租贷类型,户型,楼层,住房面积,价格（元/月）,来源,特点,是否精选
朝阳-朝青-金隅凤麟洲,南北,整租,2室2厅2卫,中楼层（10层）,120.00㎡,11000,链家,"精装,集中供暖,双卫生间,随时看房",0
海淀-西二旗-领秀新硅谷1号院,南北,整租,6室4厅4卫,低楼层（3层）,299.00㎡,41000,链家,"近地铁,精装",0
朝阳-华威桥-双龙南里,东北,整租,2室1厅1卫,高楼层（6层）,55.70㎡,4800,链家,"近地铁,集中供暖",0
门头沟-石门营-石门营新区七区东苑,南北,整租,3室1厅1卫,低楼层（6层）,83.00㎡,3900,链家,"近地铁,集中供暖,随时看房",0
朝阳-四惠-东恒时代二期,东北,整租,1室1厅1卫,低楼层（16层）,58.47㎡,7800,链家,"近地铁,精装,集中供暖,随时看房",0
丰台-北京南站-开阳里三区,东,整租,2室1厅1卫,低楼层（6层）,80.21㎡,7500,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0
朝阳-常营-北京新天地四期,西南,整租,1室1厅1卫,高楼层（26层）,65.96㎡,5750,链家,"精装,集中供暖,随时看房",0
丰台-青塔-国誉万和城,南北,整租,3室1厅2卫,高楼层（25层）,160.00㎡,19000,链家,"官方核验,新上,近地铁,精装,集中供暖,双卫生间",0
顺义-顺义其它-炫立方,东,整租,4房间1卫,高楼层（10层）,57.20㎡,2880,链家,"官方核验,业主自荐,集中供暖",0
门头沟-门头沟其它-龙门二区,南北,整租,2室1厅1卫,中楼层（7层）,80.00㎡,3300,链家,"官方核验,新上,集中供暖",0
朝阳-定福庄-泰福苑D1区,南,整租,1室1厅1卫,低楼层（27层）,60.00㎡,4600,链家,"官方核验,业主自荐,近地铁",0
海淀-万柳-新起点嘉园,东南,整租,3室2厅2卫,低楼层（19层）,163.00㎡,18000,链家,"官方核验,业主自荐,近地铁,精装,集中供暖,双卫生间",0
丰台-马家堡-东亚三环,东南,整租,3房间1卫,低楼层（21层）,81.71㎡,7500,链家,"官方核验,业主自荐,新上,近地铁,集中供暖",0
海淀-五棵松-金沟河2号院,东西,整租,2室1厅1卫,低楼层（6层）,55.30㎡,6000,链家,"官方核验,新上,近地铁,精装,集中供暖",0
海淀-皂君庙-青年公寓,南,整租,1室1厅1卫,中楼层（17层）,42.17㎡,6200,链家,"官方核验,业主自荐,新上,精装,集中供暖",0
西城-小西天-西直门北滨河路2号院,东西,整租,2室1厅1卫,高楼层（9层）,92.00㎡,10500,链家,"官方核验,业主自荐,新上,近地铁,精装,集中供暖",0
西城-六铺炕-黄寺大街24号院,南北,整租,2室1厅1卫,低楼层（6层）,70.60㎡,8500,链家,"官方核验,近地铁,集中供暖",0
通州-梨园-桃花岛,南北,整租,1室1厅1卫,高楼层（6层）,68.12㎡,3200,链家,"官方核验,业主自荐,新上,精装,集中供暖",0
顺义-中央别墅区-京奥港枫泉花园,南,整租,1室1厅1卫,高楼层（16层）,60.00㎡,4300,链家,"官方核验,新上,近地铁,精装,集中供暖",0
丰台-青塔-青塔东里10号院,南北,整租,3室1厅1卫,中楼层（6层）,74.00㎡,6500,链家,"官方核验,集中供暖",0
海淀-上地-上地国际创业园,东南北,整租,3室2厅1卫,低楼层（26层）,154.36㎡,12000,链家,"官方核验,近地铁,集中供暖",0
大兴-观音寺-海子角南里,南北,整租,3室2厅1卫,高楼层（6层）,131.98㎡,4800,链家,集中供暖,0
朝阳-农展馆-麦子店街,南,整租,1室1厅1卫,中楼层（6层）,35.87㎡,6190,自如,"公寓,精装,集中供暖,押一付一",1
海淀-上地-宜品上层,南,整租,1房间1卫,高楼层（9层）,58.00㎡,6500,链家,"精装,集中供暖",0
通州-临河里-海棠湾一期,南北,整租,4室1厅1卫,低楼层（15层）,91.00㎡,8200,链家,"近地铁,集中供暖,随时看房",0
昌平-北七家-王府园中园,南北,整租,4室3厅5卫,高楼层（6层）,336.00㎡,16000,链家,"精装,集中供暖",0
东城-建国门内-苏州胡同,南,整租,2室1厅1卫,高楼层（5层）,55.19㎡,9260,自如,"公寓,近地铁,精装,集中供暖,押一付一",1
通州-通州北苑-竹木厂小区,北,合租,2居室,低楼层（6层）,9.20㎡,1930,自如,"公寓,精装,押一付一,随时看房",1
朝阳-朝阳公园-亮马桥路九号院,东,合租,2居室,中楼层（6层）,13.80㎡,3630,自如,"公寓,月租,精装,独立阳台,集中供暖,押一付一",1
昌平-南邵-长滩壹号,南北,整租,4室2厅2卫,低楼层（8层）,126.00㎡,8800,链家,"官方核验,精装,集中供暖,双卫生间",0
朝阳-朝青-金隅凤麟洲,南北,整租,3室2厅1卫,高楼层（10层）,120.00㎡,9500,链家,"集中供暖,随时看房",0
朝阳-高碑店-金隅泰和园,南北,整租,3室1厅1卫,中楼层（29层）,87.00㎡,7000,链家,"精装,集中供暖,随时看房",0
朝阳-定福庄-三间房南里7号院,南,整租,2室1厅1卫,高楼层（4层）,41.00㎡,3800,链家,"近地铁,集中供暖,随时看房",0
丰台-玉泉营-怡海花园恒丰园,北,合租,5居室,低楼层（29层）,15.40㎡,2760,自如,"公寓,精装,集中供暖,押一付一,随时看房",0
怀柔-怀柔-顶秀美泉小镇C区,南北,整租,2室1厅1卫,高楼层（4层）,89.19㎡,4200,链家,"精装,集中供暖",0
西城-马甸-北环中心,西,整租,4房间1卫,低楼层（26层）,163.68㎡,18000,链家,"近地铁,精装,集中供暖,随时看房",0
通州-九棵树(家乐福)-世爵源墅,南北,整租,5室3厅4卫,地下室（3层）,339.58㎡,23000,链家,"精装,集中供暖",0
朝阳-百子湾-美利山,西,整租,2室1厅1卫,低楼层（24层）,82.64㎡,7900,链家,"近地铁,精装,集中供暖",0
丰台-马家堡-枫竹苑二区,南,合租,3居室,低楼层（16层）,18.60㎡,3068,自如,"公寓,月租,近地铁,精装,独立阳台,押一付一,随时看房",0
海淀-五道口-成府路20号院,南北,整租,2室1厅1卫,中楼层（5层）,60.50㎡,8000,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0
顺义-顺义城-前进花园石门苑,北,合租,3居室,高楼层（6层）,8.00㎡,1390,自如,"公寓,近地铁,精装,集中供暖,押一付一",0
朝阳-望京-利景名门,东南,整租,3室1厅1卫,中楼层（18层）,158.00㎡,16500,链家,"官方核验,精装",0
亦庄开发区-亦庄河西区-枫丹壹号二期,南北,整租,3室2厅4卫,低楼层（4层）,248.00㎡,38000,链家,"官方核验,精装,集中供暖",0
朝阳-东坝-天璞家园,南北,整租,2室1厅1卫,低楼层（12层）,89.49㎡,8000,链家,"官方核验,精装,集中供暖",0
亦庄开发区-亦庄-新康家园,东,合租,4居室,高楼层（7层）,16.50㎡,2490,自如,"公寓,月租,近地铁,精装,独立阳台,集中供暖,押一付一,随时看房",0
房山-阎村-天恒乐活城,南,整租,2室1厅1卫,中楼层（18层）,77.13㎡,2700,链家,"官方核验,近地铁,精装,随时看房",0
通州-潞苑-新华联集团住宅楼,南北,整租,3室2厅2卫,中楼层（6层）,171.00㎡,5400,链家,"官方核验,集中供暖,双卫生间,随时看房",0
丰台-北京南站-翠林一里,南北,整租,3室1厅1卫,高楼层（6层）,85.00㎡,8000,链家,"官方核验,近地铁,精装,集中供暖",0
大兴-黄村火车站-泰禾中央广场,东南,整租,4房间2卫,低楼层（9层）,90.00㎡,6300,链家,"官方核验,近地铁,精装,集中供暖,双卫生间",0
通州-万达-潞河中学家属院南区,南北,整租,2室1厅1卫,高楼层（6层）,83.87㎡,5000,链家,"官方核验,精装,集中供暖",0
石景山-苹果园-模式口东里,南,合租,2居室,高楼层（6层）,10.90㎡,2023,自如,"公寓,月租,精装,集中供暖,押一付一,随时看房",0
昌平-北七家-京基鹭府,南北,整租,6室4厅6卫,低楼层（3层）,521.05㎡,40000,链家,精装,0
海淀-西三旗-轮胎厂宿舍,南,整租,2室1厅1卫,低楼层（6层）,53.60㎡,6090,自如,"公寓,精装,集中供暖,押一付一,随时看房",1
海淀-田村-西山国际城,西,整租,2房间1卫,高楼层（6层）,28.77㎡,5160,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",1
石景山-苹果园-模式口西里,北,合租,3居室,中楼层（16层）,7.70㎡,1790,自如,"公寓,精装,集中供暖,押一付一",1
西城-德胜门-观河锦苑,南,合租,3居室,高楼层（14层）,10.10㎡,3890,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",1
顺义-后沙峪-绿地启航国际北区,北,整租,1房间0卫,中楼层（11层）,109.20㎡,7500,链家,"官方核验,近地铁,集中供暖,随时看房",0
朝阳-朝青-华纺易城,东南北,整租,4室2厅2卫,中楼层（12层）,181.53㎡,19000,链家,"近地铁,精装,集中供暖,双卫生间",0
密云-果园街道-懿品府小区,南北,整租,6室4厅5卫,低楼层（3层）,378.05㎡,15000,链家,"官方核验,集中供暖,随时看房",0
朝阳-国展-林达大厦,西,整租,3室2厅2卫,低楼层（25层）,187.58㎡,20000,链家,"官方核验,近地铁,集中供暖,双卫生间,随时看房",0
顺义-中央别墅区-天恒花园,南北,整租,3室1厅2卫,低楼层（6层）,129.28㎡,6800,链家,"官方核验,近地铁,集中供暖,双卫生间,随时看房",0
丰台-北京南站-右外东庄,南,整租,2室1厅1卫,中楼层（16层）,74.10㎡,5600,链家,"官方核验,集中供暖,随时看房",0
顺义-后沙峪-金地中央世家,南,整租,2房间1卫,中楼层（9层）,45.00㎡,4500,链家,"官方核验,精装,集中供暖,随时看房",0
顺义-后沙峪-德国印象,东南西北,整租,5室1厅3卫,低楼层（4层）,332.00㎡,25000,链家,"官方核验,随时看房",0
朝阳-望京-东洲家园,东,整租,2室1厅1卫,低楼层（24层）,86.28㎡,5713,自如,"公寓,精装,集中供暖,押一付一,随时看房",0
朝阳-安贞-皇姑坟小区,南,整租,2室1厅1卫,中楼层（6层）,55.43㎡,7730,自如,"公寓,近地铁,精装,集中供暖,押一付一",0
朝阳-四惠-远洋天地二期,西,整租,1室1厅1卫,中楼层（26层）,83.35㎡,8000,链家,"官方核验,近地铁,精装,集中供暖",0
通州-通州其它-融科千章墅,南北,整租,4室2厅3卫,低楼层（6层）,227.40㎡,33000,链家,"官方核验,精装",0
丰台-马家堡-富卓苑,西,合租,3居室,中楼层（6层）,12.00㎡,2760,自如,"公寓,近地铁,精装,独立阳台,押一付一,随时看房",0
朝阳-惠新西街-小关东里10号院,北,合租,2居室,高楼层（6层）,9.00㎡,2990,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",0
朝阳-朝阳公园-棕榈泉国际公寓,南,整租,4室2厅3卫,高楼层（30层）,333.00㎡,63000,链家,"官方核验,精装,集中供暖",0
昌平-东关-昌盛园二区,南,合租,4居室,高楼层（6层）,14.80㎡,1930,自如,"公寓,精装,独立阳台,集中供暖,押一付一,随时看房",0
通州-潞苑-V7九间堂,南北,整租,4室3厅5卫,低楼层（4层）,334.00㎡,22000,链家,"官方核验,精装,集中供暖,随时看房",0
东城-永定门-景泰西里西区,南,整租,1室1厅1卫,中楼层（10层）,61.00㎡,5700,链家,"官方核验,近地铁,精装,随时看房",0
朝阳-亚运村-安苑北里,南,合租,3居室,低楼层（25层）,14.30㎡,3790,自如,"公寓,精装,独立阳台,集中供暖,押一付一,随时看房",0
朝阳-定福庄-定福庄南里1号院,南北,整租,2室1厅1卫,高楼层（12层）,65.00㎡,5400,链家,"官方核验,近地铁,精装,集中供暖",0
海淀-世纪城-远大园六区,东南,整租,2室1厅1卫,低楼层（16层）,102.59㎡,11590,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",0
海淀-海淀北部新区-香麓雅庭,南,整租,1房间1卫,中楼层（7层）,98.99㎡,7500,链家,"官方核验,精装",0
朝阳-CBD-蓝堡国际公寓,西,整租,1室0厅1卫,高楼层（16层）,45.00㎡,8500,链家,"官方核验,近地铁,精装,集中供暖",0
亦庄开发区-亦庄-远洋天著二期,南北,整租,5室2厅4卫,低楼层（3层）,312.00㎡,58000,链家,"官方核验,精装",0
通州-武夷花园-京贸国际城,南北,整租,3室1厅1卫,低楼层（35层）,92.74㎡,7200,链家,"官方核验,集中供暖",0
朝阳-酒仙桥-芳园南里西区,东,合租,3居室,高楼层（7层）,11.10㎡,2890,自如,"公寓,近地铁,精装,集中供暖,押一付一",1
门头沟-上岸地铁-西长安壹号,西,整租,2室1厅1卫,高楼层（17层）,45.00㎡,3900,链家,"官方核验,精装,集中供暖",0
密云-鼓楼街道-沿湖小区南区,南北,整租,2室1厅1卫,中楼层（6层）,77.00㎡,1600,链家,"官方核验,集中供暖",0
通州-潞苑-富力惠兰美居,南北,整租,3室1厅1卫,低楼层（18层）,90.80㎡,3500,链家,"官方核验,集中供暖,随时看房",0
石景山-古城-古城现代嘉园,南,合租,3居室,中楼层（21层）,9.00㎡,2330,自如,"公寓,精装,集中供暖,押一付一",1
丰台-菜户营-顺驰蓝调,南,整租,2室1厅1卫,高楼层（20层）,84.00㎡,8500,链家,"官方核验,近地铁,集中供暖,随时看房",0
朝阳-望京-圣馨大地,北,整租,3室1厅2卫,低楼层（24层）,134.38㎡,11490,自如,"公寓,近地铁,精装,集中供暖,押一付一,双卫生间,随时看房",1
海淀-四季青-玲珑花园,南北,整租,5室2厅3卫,低楼层（3层）,259.64㎡,90000,链家,"官方核验,近地铁,精装,集中供暖",0
海淀-厂洼-厂洼街7号院,东,合租,3居室,高楼层（6层）,9.60㎡,2930,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",1
顺义-天竺-天竺花园,南北,整租,3室2厅1卫,中楼层（7层）,108.97㎡,4800,链家,官方核验,0
顺义-中央别墅区-名都园,南北,整租,3室2厅2卫,低楼层（6层）,145.00㎡,14000,链家,"官方核验,精装,集中供暖,双卫生间,随时看房",0
怀柔-怀柔-幸福东园3号院,南北,整租,2室1厅1卫,高楼层（7层）,77.09㎡,2000,链家,"官方核验,集中供暖",0
朝阳-垡头-双合家园,北,整租,1室1厅1卫,低楼层（22层）,70.74㎡,5660,自如,"公寓,月租,近地铁,精装,集中供暖,押一付一",1
朝阳-中央别墅区-京旺家园,北,合租,3居室,高楼层（11层）,16.00㎡,1700,永昌地产,"公寓,精装,随时看房",1
门头沟-上岸地铁-西长安壹号30号院,东,整租,2房间1卫,中楼层（10层）,43.00㎡,3800,链家,"官方核验,近地铁,精装,集中供暖",0
朝阳-大望路-东方雅苑,南,合租,4居室,高楼层（13层）,12.20㎡,4006,自如,"公寓,独立卫生间,精装,集中供暖,押一付一,随时看房",1
密云-鼓楼街道-东菜园社区,南,整租,3室2厅2卫,高楼层（6层）,121.96㎡,2000,链家,"官方核验,精装,集中供暖,双卫生间,随时看房",0
亦庄开发区-亦庄河西区-鹿海园三里,南北,整租,3室1厅1卫,高楼层（6层）,99.00㎡,4600,链家,"官方核验,精装,集中供暖",0
丰台-宋家庄-尚三环,西,整租,3房间1卫,低楼层（15层）,80.00㎡,6300,链家,"官方核验,精装",0
西城-金融街-金宸国际公寓,南北,整租,4室2厅3卫,高楼层（13层）,248.00㎡,76000,链家,"官方核验,精装,集中供暖,随时看房",0
顺义-顺义城-建新北区,南北,整租,2室1厅1卫,中楼层（5层）,59.00㎡,3000,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0
通州-临河里-华远铭悦园,南,整租,2室1厅1卫,高楼层（28层）,75.00㎡,3300,链家,"官方核验,集中供暖,随时看房",0
朝阳-亚运村小营-康斯丹郡,南北,整租,3室2厅2卫,低楼层（9层）,279.35㎡,25000,链家,"官方核验,双卫生间",0
丰台-角门-角门东里,南,整租,2室1厅1卫,中楼层（6层）,57.20㎡,6360,自如,"公寓,月租,精装,集中供暖,押一付一",1
朝阳-中央别墅区-财富城堡,东南西北,整租,8室6厅8卫,高楼层（2层）,1637.05㎡,450000,链家,"官方核验,精装",0
朝阳-百子湾-金都杭城东区,南北,整租,3室2厅2卫,低楼层（11层）,161.16㎡,12000,链家,"官方核验,近地铁,精装,双卫生间",0
丰台-科技园区-宝隆温泉公寓,南,整租,1室1厅1卫,低楼层（31层）,60.00㎡,5090,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",0
丰台-北大地-北大地三里,南,合租,3居室,高楼层（5层）,14.30㎡,2530,自如,"公寓,精装,独立阳台,集中供暖,押一付一,随时看房",0
朝阳-望京-佳境天城,北,整租,4房间1卫,高楼层（25层）,500.00㎡,60000,链家,"官方核验,近地铁",0
朝阳-朝青-国美第一城2号院,南北,整租,4室2厅3卫,低楼层（27层）,282.08㎡,20000,链家,"官方核验,精装,集中供暖,随时看房",0
海淀-上地-怡美家园,南,合租,4居室,中楼层（10层）,17.48㎡,4790,自如,"公寓,独立卫生间,精装,押一付一",1
丰台-马家堡-东亚三环,南,整租,2室1厅1卫,高楼层（11层）,77.55㎡,7760,自如,"公寓,精装,集中供暖,押一付一",1
石景山-苹果园-苹果园小区四区,东,整租,2室1厅1卫,高楼层（6层）,58.54㎡,5660,自如,"公寓,精装,集中供暖,押一付一",1
